Nome,Aeroporto,Cartões aceitos,Comodidades,Completude,Descrição,Dias da semana,Falta,Foto de capa,Galeria,Horário,IATA,ID Supabase,Núm. fotos,País,Prioridade,Status curadoria,Tempo máx permanência,Terminal,Website,Última atualização banco
IGA Pop Up Lounge,"IST · Istambul, Turquia",,,20,IST Airport - International,,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/f/f4/Tafa_Balewa_Square_%28Onikan%29_in_Lagos._Nigeria.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Tafa_Balewa_Square_%28Onikan%29_in_Lagos._Nigeria.jpg,,IST,71a705a7-4662-4be8-b215-6c2bae26831c,1,Turquia,Média,Pendente,,,,26 de maio de 2026
Diamond Premier Lounge (ダイヤモンド・プレミアラウンジ),"HND · Tóquio, Japão",,,10,"羽田空港3-3-2 (第1ターミナル 南ウイング), 大田区, 東京都, 144-0041",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,HND,750f67ee-668c-43be-b88d-ac92ee524a3a,0,Japão,Média,Pendente,,,https://www.jal.co.jp,26 de maio de 2026
ANA LOUNGE HND,"HND · Tóquio, Japão",,,20,"羽田空港3-4-2 (第2ターミナル 3F 本館北), 大田区, 東京都, 144-0041",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/7/7d/All_haneda.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/All_haneda.jpg,,HND,7122f0a8-b83e-4b7c-b614-04a72fb23e74,1,Japão,Média,Pendente,,,http://www.ana.co.jp,26 de maio de 2026
Smoking Lounge,"KWI · Kuwait, Kuwait",,,10,,,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, descrição, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/d/d0/Red_leaf_with_white_cross3.svg-removebg-preview_%281%29.png,https://upload.wikimedia.org/wikipedia/commons/d/d0/Red_leaf_with_white_cross3.svg-removebg-preview_%281%29.png,,KWI,a4810211-6b80-409c-8fcd-2dad5dd3a447,1,Kuwait,Média,Pendente,,,,26 de maio de 2026
Delta Sky Club JFK T4,"JFK · Nova York, Estados Unidos",SkyTeam Elite Plus,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Embarque,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/b/b9/JFK_Aerial_Nov_14_2018.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/JFK_Aerial_Nov_14_2018.jpg,04:30-23:00,JFK,9f6e8349-8c13-4e19-b684-411eb3324d9e,1,Estados Unidos,Média,Pendente,,Terminal 4,,22 de maio de 2026
Power Lounge South,"HND · Tóquio, Japão",,,20,"羽田空港3-3-2 (第1ターミナル 南ウイング 2F), 大田区, 東京都, 144-0041",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/9/92/Washington_Dulles_International_Airport_at_Dusk.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Washington_Dulles_International_Airport_at_Dusk.jpg,,HND,9767dc9c-5f7a-4b55-9a85-54f1b1db48b9,1,Japão,Média,Pendente,,,https://tokyo-haneda.com,26 de maio de 2026
British Airways Club Lounge,"LGW · Gatwick, Reino Unido",,,20,"South Terminal (LGW Airport), Crawley, West Sussex",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/8/8d/Athens_International_Airport_Eleftherios_Venizelos_%CE%94%CE%B9%CE%B5%CE%B8%CE%BD%CE%AE%CF%82_%CE%91%CE%B5%CF%81%CE%BF%CE%BB%CE%B9%CE%BC%CE%AD%CE%BD%CE%B1%CF%82_%CE%91%CE%B8%CE%B7%CE%BD%CF%8E%CE%BD_%CE%95%CE%BB%CE%B5%CF%85%CE%B8%CE%AD%CF%81%CE%B9%CE%BF%CF%82_%CE%92%CE%B5%CE%BD%CE%B9%CE%B6%CE%AD%CE%BB%CE%BF%CF%82_2019-12-01_i.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/Athens_International_Airport_Eleftherios_Venizelos_%CE%94%CE%B9%CE%B5%CE%B8%CE%BD%CE%AE%CF%82_%CE%91%CE%B5%CF%81%CE%BF%CE%BB%CE%B9%CE%BC%CE%AD%CE%BD%CE%B1%CF%82_%CE%91%CE%B8%CE%B7%CE%BD%CF%8E%CE%BD_%CE%95%CE%BB%CE%B5%CF%85%CE%B8%CE%AD%CF%81%CE%B9%CE%BF%CF%82_%CE%92%CE%B5%CE%BD%CE%B9%CE%B6%CE%AD%CE%BB%CE%BF%CF%82_2019-12-01_i.jpg,,LGW,31a6fd8c-e9f8-4964-9b2c-6bcce642fcfe,1,Reino Unido,Média,Pendente,,,,26 de maio de 2026
Bayan Lounge,"KWI · Kuwait, Kuwait",,,20,"Kuwait International Airport (KWI Airport), Al Farwaniyah",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/1/1c/Crowd_panicking_after_the_2025_New_Orleans_truck_attack.webm,https://upload.wikimedia.org/wikipedia/commons/1/1c/Crowd_panicking_after_the_2025_New_Orleans_truck_attack.webm,,KWI,f79cf8fd-8da6-464c-b391-c703cc6fe3e9,1,Kuwait,Média,Pendente,,,,26 de maio de 2026
American Express Centurion Lounge JFK,"JFK · Nova York, Estados Unidos","Amex Centurion, Amex Platinum","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Embarque internacional,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/7/70/American_Express_Centurion_Card_front.jpg,https://upload.wikimedia.org/wikipedia/commons/7/70/American_Express_Centurion_Card_front.jpg,05:00-23:00,JFK,c6474ba4-ea9d-459a-943c-4f7f9b326385,1,Estados Unidos,Média,Pendente,,Terminal 4,,22 de maio de 2026
Plaza Premium Lounge JED,"JED · King Abdulaziz, Arábia Saudita",,,20,جدة,,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/1/1a/2024-12-08-00_00_2024-12-08-23_59_Sentinel-2_L2A_True_color_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/2024-12-08-00_00_2024-12-08-23_59_Sentinel-2_L2A_True_color_%281%29.jpg,,JED,0fb046c1-1db8-4d61-9ca8-6d497ecd9672,1,Arábia Saudita,Média,Pendente,,,,26 de maio de 2026
First Class Lounge JED,"JED · King Abdulaziz, Arábia Saudita",,,10,,,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, descrição, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/7/73/Aminu_Kano_International_Airport_Kano.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Aminu_Kano_International_Airport_Kano.jpg,,JED,734088ff-4726-415a-ada7-18095644e714,1,Arábia Saudita,Média,Pendente,,,,26 de maio de 2026
Mastercard Black Lounge GRU T2,"GRU · São Paulo, Brasil",Mastercard Airport Experiences,"Ar condicionado, Bar, Centro de negócios, Comida, Wi-Fi",50,"Embarque doméstico, exclusivo Mastercard Black/Platinum",,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,GRU,c2733c36-1b00-4132-8576-011092bd259c,0,Brasil,Média,Pendente,,Terminal 2,,22 de maio de 2026
Wellcome Lounge JED,"JED · King Abdulaziz, Arábia Saudita",,,10,جدة 23635,,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,JED,bbbd893f-b640-4f24-8aae-943b1636057d,0,Arábia Saudita,Média,Pendente,,,,26 de maio de 2026
Smoking Lounge KWI,"KWI · Kuwait, Kuwait",,,10,"Kuwait International Airport (KWI Airport), Al Farwaniyah",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,KWI,ea9f86ce-e066-4684-baba-45e0f4732b55,0,Kuwait,Média,Pendente,,,,26 de maio de 2026
VIP Lounge JED,"JED · King Abdulaziz, Arábia Saudita",,,20,"JED Airport, جدة",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/7/73/Aminu_Kano_International_Airport_Kano.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Aminu_Kano_International_Airport_Kano.jpg,,JED,1bf3cc62-84db-4f1e-80b3-c4db9339fcf1,1,Arábia Saudita,Média,Pendente,,,,26 de maio de 2026
Dasman First Class Lounge,"KWI · Kuwait, Kuwait",,,10,"Kuwait International Airport (KWI Airport), Al Farwaniyah",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,KWI,e1fb3612-017a-419f-8109-de7e65d01fd3,0,Kuwait,Média,Pendente,,,,26 de maio de 2026
Club Aspire Lounge,"LGW · Gatwick, Reino Unido",,,20,"South Terminal (LGW Airport), Crawley",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/d/de/Sala_Dal%C3%AD_-_Rinc%C3%B3n_del_Vino_%285657319902%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Sala_Dal%C3%AD_-_Rinc%C3%B3n_del_Vino_%285657319902%29.jpg,,LGW,eabf5337-9cf7-4378-b59a-c480b0dece5a,1,Reino Unido,Média,Pendente,,,,26 de maio de 2026
Transfer Lounge,"ICN · Seul, Coreia do Sul",,,20,"중구 제2터미널대로 446, 중구, 인천광역시",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/9/91/Mexico_monterrey_airport_6.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/Mexico_monterrey_airport_6.jpg,,ICN,14b5e1d9-bec5-4c9e-b267-37537e0e5789,1,Coreia do Sul,Média,Pendente,,,,26 de maio de 2026
Plaza Premium Lounge KUL Satellite,"KUL · Kuala Lumpur, Malásia",,,10,"Level 2, Satellite Building, Kuala Lumpur International Airport (near Gate C11-17), 64000 Sepang, Selangor",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,KUL,c2d83dae-bc02-427b-9237-654a32bcbb37,0,Malásia,Média,Pendente,,,https://www.plazapremiumlounge.com,26 de maio de 2026
Master Card Lounge KWI,"KWI · Kuwait, Kuwait",,,10,"Kuwait International Airport (KWI Airport), Al Farwaniyah",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,KWI,50587e28-efc5-4d45-90d0-5ae090b6279a,0,Kuwait,Média,Pendente,,,,26 de maio de 2026
American Express Centurion Lounge LHR T3,"LHR · Londres, Reino Unido","Amex Centurion, Amex Platinum","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,LHR,a871af9b-43d0-48e5-9254-2115875b191b,0,Reino Unido,Média,Pendente,,Terminal 3,,22 de maio de 2026
Lumo Area @ Finnair Schengen Lounge,"HEL · Helsinki, Finlândia",,,10,"Helsinki Airport (HEL Airport), 01530 Vantaa",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,HEL,f0030d39-ddab-4b3c-96b6-969cad54e12d,0,Finlândia,Média,Pendente,,,,26 de maio de 2026
GVIP Lounge (المكتب التنفيذي),"JED · King Abdulaziz, Arábia Saudita",,,10,"South Terminal (JED Airport), جدة 21455",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,JED,208bcef1-ab45-4ab5-aa9c-d71d4dfb7f0d,0,Arábia Saudita,Média,Pendente,,,http://www.meeza.com.sa,26 de maio de 2026
British Airways Galleries First LHR T5,"LHR · Londres, Reino Unido",OneWorld Emerald,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",50,Embarque primeira classe,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,LHR,fe9fabb0-c17b-44ab-a734-cfc1268d71c1,0,Reino Unido,Média,Pendente,,Terminal 5,,22 de maio de 2026
OP Lounge,"HEL · Helsinki, Finlândia",,,20,"Helsinki Airport (HEL Airport), 01530 Vantaa",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/4/40/Site_of_the_UpStairs_Lounge%2C_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Site_of_the_UpStairs_Lounge%2C_2019.jpg,,HEL,c7ed1483-a79b-48ba-8366-2634d2110d8c,1,Finlândia,Média,Pendente,,,,26 de maio de 2026
SkyHub Lounge ICN,"ICN · Seul, Coreia do Sul",,,20,"중구 공항로 272 탑승동 4층 동편 (인천공항탑승동), 인천광역시, 인천광역시",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/b/bc/%EC%9D%B8%EC%B2%9C%EA%B5%AD%EC%A0%9C%EA%B3%B5%ED%95%AD_%281472%29.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/bc/%EC%9D%B8%EC%B2%9C%EA%B5%AD%EC%A0%9C%EA%B3%B5%ED%95%AD_%281472%29.jpeg,,ICN,86940b5f-c13e-4495-b496-c86d102e8545,1,Coreia do Sul,Média,Pendente,,,,26 de maio de 2026
Sala VIP GRU Lounge (Plaza Premium) T2 Internacional,"GRU · São Paulo, Brasil","DragonPass, Mastercard Airport Experiences, Plaza Premium, Visa Airport Companion","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",50,"Após emigração, embarque internacional",,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,24h,GRU,28c42a13-9676-466b-87f3-27a9268dc0ff,0,Brasil,Média,Pendente,,Terminal 2,,22 de maio de 2026
Alfursan Lounge (صالة الفرسان),"JED · King Abdulaziz, Arábia Saudita",,,10,"صالة 1, جدة",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,JED,62cb39d6-bf17-4d74-86f6-001627d930b3,0,Arábia Saudita,Média,Pendente,,,,26 de maio de 2026
British Airways Galleries Club LHR T5,"LHR · Londres, Reino Unido","OneWorld Emerald, OneWorld Sapphire","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque Business,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,04:30-23:00,LHR,b84142d9-38c5-4b53-a068-3745e2fc8f53,0,Reino Unido,Média,Pendente,,Terminal 5,,22 de maio de 2026
ANA SUITE LOUNGE HND,"HND · Tóquio, Japão",,,10,"羽田空港3-4-2 (第2ターミナル 4F), 大田区, 東京都, 144-0041",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,HND,e33a32ee-7ea9-4575-8a72-f95d0c4adbd7,0,Japão,Média,Pendente,,,http://www.ana.co.jp,26 de maio de 2026
Sala VIP TudoAzul Diamante GRU,"GRU · São Paulo, Brasil",Tudoazul Diamante,"Ar condicionado, Bar, Comida, Wi-Fi",50,Embarque doméstico T2,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,GRU,c424eb3a-2334-4090-95ce-924cd3b0d579,0,Brasil,Média,Pendente,,Terminal 2,,22 de maio de 2026
No1 Lounge,"LGW · Gatwick, Reino Unido",,,20,"South Terminal (LGW Airport), Crawley, West Sussex, RH6 0NP",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/5/59/Cameron.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Cameron.jpg,,LGW,3bb8d7e9-21ac-498d-8cf4-070cc7c0708e,1,Reino Unido,Média,Pendente,,,http://www.no1lounges.com/gatwick/,26 de maio de 2026
MAS Golden Lounge - Domestic,"KUL · Kuala Lumpur, Malásia",,,20,"Kuala Lumpur International Airport (KUL) (KUL Airport), 43900 Sepang, Selangor",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/c/c2/Aerial_photograph_of_Malaysia_on_15_January_2026_-_02.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Aerial_photograph_of_Malaysia_on_15_January_2026_-_02.jpg,,KUL,8af7e09e-c353-4a32-acd2-a60a868c4739,1,Malásia,Média,Pendente,,,http://www.malaysiaairlines.com,26 de maio de 2026
Master Card Lounge (قاعة ماستر كارد),"KWI · Kuwait, Kuwait",,,10,Kuwait International Airport,,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,KWI,0f2015f3-80ac-443a-b74e-4c45f03c28f2,0,Kuwait,Média,Pendente,,,,26 de maio de 2026
Finnair Business Lounge (Non-Schengen),"HEL · Helsinki, Finlândia",,,20,"Helsinki Airport (HEL Airport), 01530 Vantaa",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/7/76/Helsinki-Vantaa_airport.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Helsinki-Vantaa_airport.jpg,,HEL,39f124a5-6a49-41f5-b9d8-87f6f1447e73,1,Finlândia,Média,Pendente,,,http://www.finnair.com,26 de maio de 2026
Sky Hub Lounge East,"ICN · Seul, Coreia do Sul",,,20,"중구 공항로 272 (인천국제공항 4F), 인천광역시, 인천광역시",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/9/91/Mexico_monterrey_airport_6.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/Mexico_monterrey_airport_6.jpg,,ICN,0478e884-692f-4bcc-9124-364b0647fdf0,1,Coreia do Sul,Média,Pendente,,,,26 de maio de 2026
Living Heineken (HNK) GRU T2,"GRU · São Paulo, Brasil","DragonPass, Heineken Voucher, LoungeKey, Priority Pass, Visa Airport Companion","Ar condicionado, Bar, Comida, Wi-Fi",50,"Área de embarque doméstico, próximo ao portão | Voucher: Voucher de consumo via Visa Companion / Priority Pass",,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,GRU,e5082975-b5be-4243-862b-cdb6682f5f00,0,Brasil,Média,Pendente,,Terminal 2,,22 de maio de 2026
Plaza Premium Lounge (East Hall),"HKG · Hong Kong, Hong Kong",,,20,"Terminal 1, near Gate 1 (HKG Airport)",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/8/8e/YinChuan_airport.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/YinChuan_airport.jpg,,HKG,e11d6b08-7382-4c9c-a169-5b6e3e9ea35a,1,Hong Kong,Média,Pendente,,,http://www.plaza-network.com,26 de maio de 2026
VIP Lounge (귀빈실),"ICN · Seul, Coreia do Sul",,,10,"인천광역시, 22382",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,ICN,2346f1bb-b4dc-4d8a-96bd-220ef3bd91c2,0,Coreia do Sul,Média,Pendente,,,,26 de maio de 2026
Pearl Lounge KWI,"KWI · Kuwait, Kuwait",,,10,"Kuwait International Airport (KWI Airport), Al Farwaniyah",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,KWI,3925c0ac-d30a-454c-9c09-95abab26e298,0,Kuwait,Média,Pendente,,,,26 de maio de 2026
Ambaar Club,"FOR · Fortaleza, Brasil",,,20,"Fortaleza, CE, 60741-900",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/e/e9/Mrinal_Kulkarni_snapped_at_the_press_meet_for_movie_on_Baba_Amte_08.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/Mrinal_Kulkarni_snapped_at_the_press_meet_for_movie_on_Baba_Amte_08.jpg,,FOR,58098d70-13cc-4c92-a839-341097aea570,1,Brasil,Média,Pendente,,,,26 de maio de 2026
Lufthansa Senator Lounge FRA Z,"FRA · Frankfurt, Alemanha",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",50,Embarque non-Schengen,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,FRA,d40a41d4-d28f-4ae0-b364-6eef2bac863d,0,Alemanha,Média,Pendente,,Terminal 1 Z,,22 de maio de 2026
Escape Lounges,"EDI · Edimburgo, Reino Unido",,,20,"Edinburgh Airport (EDI Airport), Edinburgh, Scotland, EH12 9DN",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/d/d9/Michael_Jackson_1984_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Michael_Jackson_1984_%28cropped%29.jpg,,EDI,3caea2a0-2170-4aa1-9823-ae72e351f719,1,Reino Unido,Média,Pendente,,,http://www.escapelounges.com/,26 de maio de 2026
Terral Táxi Aéreo,"FOR · Fortaleza, Brasil",,,10,"Fortaleza, CE",,"1+ foto, 3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",,,,FOR,4215c75e-71fd-42dd-8420-a809920e0b1b,0,Brasil,Média,Pendente,,,,26 de maio de 2026
Plaza Premium Lounge,"FCO · Roma, Itália",,,20,"Terminal 1 (FCO Airport), 00054 Fiumicino Lazio",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/d/de/Sala_Dal%C3%AD_-_Rinc%C3%B3n_del_Vino_%285657319902%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Sala_Dal%C3%AD_-_Rinc%C3%B3n_del_Vino_%285657319902%29.jpg,,FCO,22c1c95d-806e-4729-b4f0-56e22ffbfbbf,1,Itália,Média,Pendente,,,https://www.plazapremiumlounge.com/en-uk/find/europe/italy/rome/leonardo-da-vinci-fiumicino-airport/schengen-area-departures-terminal-one,26 de maio de 2026
Lufthansa First Class Terminal FRA,"FRA · Frankfurt, Alemanha",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Vista, Wi-Fi",60,Terminal exclusivo First Class Lufthansa,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/f/fc/Copenhagen_airport_from_air.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Copenhagen_airport_from_air.jpg,05:00-22:00,FRA,d853a66a-8c41-4825-a1bc-d0a1ed5ac4ec,1,Alemanha,Média,Pendente,,First Class Terminal,,22 de maio de 2026
AeroMexico SkyTeam Lounge GRU,"GRU · São Paulo, Brasil",SkyTeam Elite Plus,"Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",60,Embarque internacional SkyTeam,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/b/b3/Airbus_A330-243%2C_Mexicana_JP6680974.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Airbus_A330-243%2C_Mexicana_JP6680974.jpg,17:00-23:00,GRU,925f8d03-e976-4130-8321-182249ea1854,1,Brasil,Média,Pendente,,Terminal 3,,22 de maio de 2026
Sala VIP Smiles Diamante GIG,"GIG · Rio de Janeiro, Brasil",Smiles Diamante,"Ar condicionado, Bar, Comida, Wi-Fi",50,Embarque doméstico,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-22:00,GIG,654ef70e-9ab6-487e-a432-36c7c47f87eb,0,Brasil,Média,Pendente,,Terminal 2,,22 de maio de 2026
Lufthansa Business Lounge FRA B,"FRA · Frankfurt, Alemanha",Star Alliance Gold,"Ar condicionado, Bar, Centro de negócios, Comida, Wi-Fi",60,Embarque Schengen,,"3+ fotos, 5+ fotos, dias da semana, tempo máx",https://upload.wikimedia.org/wikipedia/commons/0/0d/Franz_Josef_Strauss_International_Airport_%28Munich%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Franz_Josef_Strauss_International_Airport_%28Munich%29.jpg,05:30-21:30,FRA,4d0f6252-d907-429a-89cc-bfed9d7818a5,1,Alemanha,Média,Pendente,,Terminal 1 B,,22 de maio de 2026
LATAM VIP Lounge EZE,"EZE · Buenos Aires, Argentina","Latampass Black, OneWorld Emerald, OneWorld Sapphire","Ar condicionado, Bar, Centro de negócios, Chuveiro, Comida, Wi-Fi",50,Embarque LATAM,,"1+ foto, 3+ fotos, 5+ fotos, dias da semana, tempo máx",,,05:00-23:00,EZE,78434ca7-f446-4e28-8f95-287f8c5dd414,0,Argentina,Média,Pendente,,Terminal A,,22 de maio de 2026
Plaza Premium Lounge (Non-Schengen),"FCO · Roma, Itália",,,20,"Terminal 3, near Gate E1 (FCO Airport), 00054 Fiumicino Lazio",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/7/76/Helsinki-Vantaa_airport.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/Helsinki-Vantaa_airport.jpg,,FCO,705aeb8c-fb8c-4f65-9ba8-383b476f3a3e,1,Itália,Média,Pendente,,,https://www.plazapremiumlounge.com/en-uk/find/europe/italy/rome/leonardo-da-vinci-fiumicino-airport,26 de maio de 2026
Plaza Premium Lounge,"DXB · Dubai, Emirados Árabes Unidos",,,20,"Terminal 3, Concourse A (DXB Airport), دبي",,"3+ fotos, 5+ fotos, cartões aceitos, comodidades, dias da semana, horário, localização exata, tempo máx",https://upload.wikimedia.org/wikipedia/commons/d/d4/SVPI_Airport%2C_Ahmedabad.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/SVPI_Airport%2C_Ahmedabad.jpg,,DXB,8b7e5c58-56c3-4668-9bf3-9bb054f38362,1,Emirados Árabes Unidos,Média,Pendente,,,https://www.plazapremiumlounge.com,26 de maio de 2026
